inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
1KZ6aN7aQimwmCN671G59JdQC1DbfCrhZ,17Y5jhp6Pk7dvCqExR6Rv1NVh5Yh6SEFq5,1CfjwWSWPbgSE9YQHdXGM78KwZDeMDwzph,4.43331331,0.2166984,4.21581605,19.454763163918145 : 1,2017-06-27 20:16,79886,P2PKH,,,,,,,,,,,,
1DV8jwxLhZdqUmaqooPZbi8uDUaNcWx1y,12kFvcSX6x8JWya3WiwLJnUe4bKPJAcTCh,1LVcZCMwJvT8bFvWDwvWopduFojpZMjeJ9,4.28265525,1.63556949,2.64648402,1.618081063617786 : 1,2017-07-14 16:43,60174,P2PKH,,,,,,,,,,,,
19EQC14fspxMSe7KY4HsZEpBDoSjy9tKSu,1H73UzjRDi4z1QAMeoSMQncCv4Z3x6bxuz,1LSz4kzwC5xRqbipxFjkNetZR86onEjuXb,4.33087917,0.3341506,3.99618229,11.95922524155276 : 1,2017-07-12 21:59,54628,P2PKH,,,,,,,,,,,,
1B6joK3LVmSkiRTWHNn8rjnPrQzFkWR82h,19CDr8ruBn6EtXsxDiEELGfrJA3EH5GZ3g,1AArwgZ9JPkRX17eWjixTNBH9LVcgBmTbe,458.1703796,4.8326,453.3371046,93.80811666183834 : 1,2017-07-20 13:54,67500,P2PKH,,,,,,,,,,,,
1N3XdJrvRWA1r4LJhKx6JBjV5Wf7bsWaBh,14b7MHcrUNwP7pXpMSQKSZwrLD9SBjSaEU,1FdwArHfYVx8jW3F33stwDs8cLo4WrVngQ,1.73465887,0.68895866,1.04552688,1.5175466115775365 : 1,2017-07-07 3:06,17333,P2PKH,,,,,,,,,,,,
19fYNRiFwVKjfCqoJLNZahvPQGMEHVLPfQ,1LWGeuoKA2Hk1CrL66GGP2kxB6z3oHtbt9,1LPftppyN6MCoESmUc2mCyoHF2J1fRBJW5,4.18411793,0.51138265,3.67219068,7.180905883295023 : 1,2017-07-13 22:38,54460,P2PKH,,,,,,,,,,,,
12NYr7fXBxWNWVy9MqGWnnFPdFkp79JoZr,1MFELVbgpD2j5u5vRFFeuXLtHUzuTNoPEo,1Ea9f2oHyYfCVt4Jn8miyVTZpr9rdRDkKh,0.38491148,0.04692157,0.33732494,7.189123040853066 : 1,2017-07-06 19:45,66497,P2PKH,,,,,,,,,,,,
1DVSfELFnfbCpYgTEEcZKvSLvk5AoJrxqr,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1JTPFafVwygSXcnLeNTFyKo38sxWTUVhym,1.72479878,0.22750068,1.49663337,6.578588556306733 : 1,2017-07-06 11:34,66473,P2PKH,,,,,,,,,,,,
13eT4SXY7kknchBud8Jgbyemj1U35qZqEu,3CtNfhKvch6hx6ChMtAnzUq2PL4XWvcKvk,1448bnMzyuoKKR6KmHzojv8ns5qF2iGexz,3.99680256,0.26511949,3.73102692,14.073001271992489 : 1,2017-07-08 20:04,65615,P2PKH,,,,,,,,,,,,
1EgYRFU7ACVPk5bV4FF8DhhUiK23Py9uxy,1BLwmaU5EZACqMwczcsaoS4oR8BCLx2cN6,1BCsnF2Ljs8xtxBeZZDqrsXGtDf4UwWuxJ,175.5076224,165.1576036,10.34945386,15.95809844501302 : 1,2017-08-15 7:49,56500,P2PKH,,,,,,,,,,,,
1EW1qeku3S214fg37uCYzivxnnvttYM5rh,1AC594ceAvYhzMj8EZgJT521nPeQy99NoR,1DUpbX2MvXXXRyoBarYN8KHDoDdtUMoC9y,499.1641743,496.5190931,2.6445162,187.7542263004477 : 1,2017-08-23 13:06,56500,P2PKH,,,,,,,,,,,,
17mYpUaWoi9ZpEpnbrCXgbaT1muFzmvsie,15MwVBpW2XtUjnheBPWQgGRpKvhoAmdEUp,13Azo31479grCxTPhczwfc8eG4CNWuK513,3.95256917,1.00865607,2.94311441,2.917857233536502 : 1,2017-06-26 20:16,79869,P2PKH,,,,,,,,,,,,
1Cuhk3uL8kTeetsn7bp5Xkammpt96hR18C,1CaPoe5FiEE6L91hei78bRz4fLWcrGcPJA,1CiZhB1QdJW5PYfyKzgpNu5vtxPm1M8mds,1.01261275,0.51193475,0.5,1.0238695 : 1,2017-09-02 17:01,67800,P2PKH,,,,,,,,,,,,
16uxka515oE67C2dd47cuwvZdLXw4Bu8xT,1LZcovunYtVa2NykMXpLUbz6nsxm7JZE77,15Q8jGLCBTmwbrh7EcXPkygXvZvS2KFwZA,0.50806555,0.19190849,0.31561295,1.6446012888747132 : 1,2017-07-16 22:15,54411,P2PKH,,,,,,,,,,,,
1LkqEyqp99bQGoryUgxUakuC6tfiKyTMuj,1PTsWWnLyz1fD5H1WJi4vmdaKsojgVG7RD,1CrY51Sd1kYQ4TVTnkTgZX7tCANvhMBXEN,1.83969323,0.09998812,1.7389062,17.391128066014243 : 1,2017-06-27 18:31,79891,P2PKH,,,,,,,,,,,,
1E9bMDF58kR4jAkgVnJ97tUYSG8hE1S63j,1DtWHE6JAKU5yBuUPvrYpvc8FbVh4anRE4,17kgyhcZVMMZKLHw34K4uBT1Up1s1pTkYc,1.57514423,0.06004563,1.51437569,25.22041470794794 : 1,2017-07-01 0:12,72291,P2PKH,,,,,,,,,,,,
18cZjN9EGYgb59h6PDCZj43cj3bko2Ba8a,12jLv2dScXBBXfs73aReFBUbHw4rgNQMJx,1LCgUwtGpyxQEUUeCUUYCxVQtdrFtRkNa4,42.57894356,0.64922395,41.92915461,64.58349943805985 : 1,2017-08-22 7:43,56500,P2PKH,,,,,,,,,,,,
17kS9v5x3s4QTCrazzWuvamp5EnUqiKVFE,1A9SmSeLjiF7Dxmo4q55F7G8GX78bGbJ3o,1KSPxEdhDaJZNT9niwvx4EQvuU66QH4V4k,0.4501995,0.32377118,0.12597632,2.5700955544661093 : 1,2017-08-15 23:24,45200,P2PKH,,,,,,,,,,,,
1co4qvmEPthbTCU2BMvCSLet5duc8rkkS,3NuyTVnDjHwpREUBuauynmhPLYwzxGBxEW,1Jj8Tw2A9pr1dvzyKRTUzbYMAzXcUYLqxW,3.96815949,1.84621748,2.12150068,1.1491065938775533 : 1,2017-07-10 19:45,44133,P2PKH,,,,,,,,,,,,
1Mmifddba3sqKUouKhuRNeMKeSVkcNw4js,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1DawwkHyH77rKrx9cNmnzfScKTJqnjo414,3.85208013,0.58723772,3.26417781,5.558528852676562 : 1,2017-07-04 15:48,66460,P2PKH,,,,,,,,,,,,
14XGXFqYzT2qFZjNHa1nUfNJKjG57U5P5r,1JNub6TJ6B2XDXB9aHkqGe1eDiqkaz8LZT,186jEWbcGPo5opSJ4EDye5vnrpmFYXiHn6,3.04686072,0.20304116,2.84327545,14.00344368599943 : 1,2017-07-16 23:11,54411,P2PKH,,,,,,,,,,,,
1D4Q2mZDKNCKpDSbBmpWWsddo8APnWUvBU,1HiDWnwVBe3Gz3HeqSWkZCrkj4GhmDfjYd,14HqFZcv3jpndg2zHxwgikG26mChuFTWwT,3.93469973,1.0855996,2.84849942,2.6238950530195475 : 1,2017-07-09 21:17,60071,P2PKH,,,,,,,,,,,,
18Xzi6R4X3VQ3M8TDHJ8JGv9bTLpD3LSv1,1E28mAQKTGMhBSdW88tqJRrsFNDWEWanAy,14uFn4HLUZtB6QqxMftZcMdPLD22MyBHaL,4.27073013,0.39779141,3.87233679,9.734591277373234 : 1,2017-07-14 23:58,60193,P2PKH,,,,,,,,,,,,
15BKEF9FsAkvcTyrXRMsQmWHRZwMubKfb3,1BiBddSVHHkj5kYuUVAhpsrP7zZh1nTVBK,1K4SdYUGkKQ8bA6g3hdiKrvMcXxyKvaU9L,4.05598888,0.17924922,3.8759495,21.623243325689227 : 1,2017-06-16 21:28,79016,P2PKH,,,,,,,,,,,,
1LqCg6hvQmyDbQ94pQpNQnB5VGJohCtvsc,1DgYkky9GK6WMJ6AEHkB6FvUnv6FS23enJ,14PiUaRexckeHt2VvoJ8QYyC8Rekdpzp5n,1.76467129,0.76585625,0.99808936,1.3032332895370378 : 1,2017-07-07 23:10,72568,P2PKH,,,,,,,,,,,,
1MHR3J32Gavmv6dM8BqbSpUbzyrRfmff4t,1HgXs6PSg88ByN55hQdvNHJ5wKCdFZ18qC,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,4.39150654,1.26825138,3.12271372,2.462219847929517 : 1,2017-07-12 11:45,54144,P2PKH,,,,,,,,,,,,
18D5wu7z4eWTDMcRh6s5cX6JEu85G1jQLW,18MBWSCtYdtCPpQsrUf9zZFoje1hty1aqA,196QMwcKfk1R7Ur9XRULMC7HgeG8MqgKEQ,3.89699853,0.385,3.511549,9.120906493506494 : 1,2017-07-24 17:06,44953,P2PKH,,,,,,,,,,,,
1GqEPpqZHPm9idrfPi5tz6q6cVHmaSRiG2,1KNGQKia8GcwwkxAbEzUetn7mxoW4Uecw3,1P29DY9MXXDEyJiHhEdCZZymN4Z89fYW9q,3.9192171,0.29717861,3.62143731,12.186063155756734 : 1,2017-07-10 11:33,60118,P2PKH,,,,,,,,,,,,
1BqbnFhxDx8Lv3TpGcWEi3nJHfWUqPyFKn,1FwFDrftEQD9kPAwSb1eQ8c42dt8J2iaeD,17H5gAdQv72Cg2XSmZDEFiG3Wb2L11iuf2,37.50556944,37.48339494,0.0214965,1743.697575884446 : 1,2017-08-31 16:19,67800,P2PKH,,,,,,,,,,,,
18rcPi5sxwWz1rsBUfv7Duzj43btNc5Ezg,14JaXFGrkeMJobu7wiUonfmpeHQPGxqS8h,31pEb9kBUGyoNsoTR7F6peeqtzwwQY2ZMi,232.6237963,232.5531243,0.07,3322.187489714285 : 1,2017-07-14 13:14,67200,P2PKH,,,,,,,,,,,,
1CFkqaZHmAFBok2tENsWKM6Q2guX7cdKCc,16oiZyAZcBNHk35oFdscAA84zzuZ9KemkQ,1PxwQUKNy4DyJSXkKKVpSbc7dbS6SnN9BA,4.19778274,0.6106762,3.58656176,5.8730989679964605 : 1,2017-07-13 17:59,54478,P2PKH,,,,,,,,,,,,
1F66stbzy9zN33ntnthUFXy9TT2M6Rg3m8,1JBEkQeQaWDpY1FdYPFouwLh7Fw9w15Dvr,36E7V119d4gmyDUuWCm5omRJr82QUKwNn8,0.42508151,0.13669308,0.28798398,2.106792677434732 : 1,2017-07-11 23:03,40445,P2PKH,,,,,,,,,,,,
1F4z3ZKWiYejYkascWPAp29MJXSC3wHiG9,3C9DeJFShBTi6mKWuiwTq8RPH2v9iE8g2B,1GC4obvoKNbngTmU2auuF3rKpd5whKm4zm,0.60141889,0.07107792,0.52989297,7.455099558343857 : 1,2017-07-30 22:36,44800,P2PKH,,,,,,,,,,,,
1gqynX21eSQMAVQ7wDqGQ8SDrTC1fKNRx,13ir6XN3ijcSwyLCKHKGQMs3LSv5RdHGdN,1JkSy6mCaPJLEjKR1ERPWVnrn1aupM4Ywn,3.62047306,0.90850828,2.71151557,2.9845799203943417 : 1,2017-07-24 16:56,44921,P2PKH,,,,,,,,,,,,
19wJcTpxpJpr7eK8NfL5AeRw8WfZZRFoLY,1LhtsoJL9GKidCRv5ZPgfh5neS253Akw6x,182Bx5qV5SgQT4hFYrwxV9GHqbCpBQr5df,0.45677508,0.206401,0.25,1.2112344416935965 : 1,2017-07-28 4:45,37408,P2PKH,,,,,,,,,,,,
14cSBAL6jcAt4YFoFdmRZerM6EtpjnCqMB,174xDhEjkyWyHCsz2TMf4gZ6PrQ4BVgu4Y,168L9xLRhtpTFHZbD7vNW9fbxKDPCryufN,10.55124287,0.64835197,9.90248284,15.273313413391802 : 1,2017-07-11 23:03,40806,P2PKH,,,,,,,,,,,,
14KV7zA57eyCS9bVCe6mM54F7r3UKpNths,1H1MP1hGB7bisiGPsPoXdzg94LNptN5J4n,1L2kPpQHRzS35EhKeogDsgXXuyzYSxdcHi,103.2463343,0.3835,102.8621563,268.21944279009125 : 1,2017-09-07 19:07,67800,P2PKH,,,,,,,,,,,,
1PEFaqbZJJdkSfVj9DqBmSGDKphmGkLLDi,1E7KTNxxGYyxmt3NUEyf7r8ffZhAjN3rwF,18WR2sr71ggUSqy9urEnZrgehFjhqfa7J,0.26,0.14934164,0.11020636,1.3551090880780383 : 1,2017-08-30 21:43,45200,P2PKH,,,,,,,,,,,,
1JYmCFdgZ6HJ8XsXvKpHQYtzsP5U1T3AF9,3MdoxEgoxUkQJWibjE1vaB87Tt8BKvaPeN,1BLY2agd3vqfbjkLdWC5ZWsCMBESbzzh2C,4.29322744,1.0861342,3.20649684,2.952210546357899 : 1,2017-07-14 16:05,59640,P2PKH,,,,,,,,,,,,
1HTn6pUtu3nyvESitSBuVxRuYeyRa6ckpA,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1NdRaUtkxcKyotsnvZjrX9C83rr5UqdUsv,1.70834741,0.489295,1.2183876,2.4900879837316956 : 1,2017-06-20 12:10,66481,P2PKH,,,,,,,,,,,,
15uXnQdkwkWrHzpUU5qb1QErs8XxazCKch,17FLrX6jyBWL9eaGSnqUkrcy2zVahiRCR1,1Bbtbfg8xgR9sv3HoLGruT5opgP4acXy7P,4.75694609,1.05411926,3.70216418,3.512092341430134 : 1,2017-07-05 19:25,66265,P2PKH,,,,,,,,,,,,
1A7wfmGGWcoSuNbuuSutXwf7e2WM6pFpd1,12kFvcSX6x8JWya3WiwLJnUe4bKPJAcTCh,14MP6FsUm1n76XcBNKrLDg2Xbz3zcdckVh,0.39705387,0.0797173,0.31661385,3.971708148670363 : 1,2017-06-30 21:14,72272,P2PKH,,,,,,,,,,,,
1FpB6eUidM4JSyjDkTfPWAGzwHh5hzcbg9,1HKeuVCYiRYKewsBPdgA8DgNRKFMTgUSny,1DtMTh5gr75d2P3ZW4cCMmwpYubpRSgBQf,18.198597,0.54202893,17.65566407,32.57328731512541 : 1,2017-09-08 14:06,90400,P2PKH,,,,,,,,,,,,
1F1a2BrYxsktcUFkd7Lyd7jhHbkXLfCK1Y,15rXpnsqetae39mkr5KY2XAPzT8bCV6WYt,1tD2oeZxZ9hdNBG5FEbKh9D5ERU8bdUnt,4.45717132,1.49258951,2.96403796,1.9858359851396787 : 1,2017-07-16 9:35,54385,P2PKH,,,,,,,,,,,,
1Enr9KwKzPevLfxtHoNpMrCy5TpuBEu5jj,1EACtd1E4pKpDkXbuNqifGfemrn2Fvajdd,1Che7G3npNPkrvpRpBdNDBfToHGsYcaAne,4.0128411,0.15119431,3.86119794,25.53798446515613 : 1,2017-07-10 11:54,44885,P2PKH,,,,,,,,,,,,
1AB3Z2hiGRRvLHH9zn1U3oyigmDWHy6GrQ,1Lkjxv6S6PXPZZXP1p6sT43no2cGTs8E8J,18kpRfaDvpb3RJW6UaZCNT5Q1DkAcBkyG4,5.39195735,1.2505165,4.14076285,3.311242074774703 : 1,2017-07-30 17:26,67800,P2PKH,,,,,,,,,,,,
19h4TwfrzSCYJKjKTwc7T5Jagnj2wLS447,3EJudVRVzz8k7GPdGRfeRRqomD5DaBcAzv,1J7dYPTUeHYJ8XVJbNBXt7kCA6UtUaHQ3c,3.322663,0.92884296,2.39341511,2.576770469358997 : 1,2017-07-26 10:40,40493,P2PKH,,,,,,,,,,,,
1Px7Sr6NTvUcRcKxNhcuYW4tixfezgvCWi,1LyxbHXeVZYoxZQenofT68z98Av6zVdnZx,1CRV2E3t7N2NZYcQmuQsGUuxvCcSyKAHxR,3.90982383,0.28513747,3.62396068,12.709521060139869 : 1,2017-07-07 23:10,72568,P2PKH,,,,,,,,,,,,
1Ayt41Ga1qa36PtNJLZJZayDHDCeuPyfYz,1MGeeFo7KjZ8KJbjwckKSMrUQgzB5hSQKF,17NoXiMzxBLgGiKYgqXCCpJdf2XGQuV3A9,0.349,0.02335497,0.3254845,13.936412677901107 : 1,2017-09-12 15:29,16053,P2PKH,,,,,,,,,,,,
12ssP1kxgHxdxkAS8FyUMxTVPJ5tU7viNi,1JbmzKBjAHZRyPe7WgtgA2woTCqTbs2EM,1Pb3PXaCSFUyWUi6v5sKxhpnmgqAUUZyKT,3.84909989,0.46239567,3.38603928,7.322817880193385 : 1,2017-07-06 18:30,66494,P2PKH,,,,,,,,,,,,
1N1EankxKdDcUfELWv9dPuTaur4GiDoMh6,1HVHvMbuB8KK5WdknARxbXYdwkEiazrGHc,1DT1W3WpCMAcF6J4PuyfydGkKNEgJQ895Q,3.85684919,0.37332997,3.48285432,9.32915811714768 : 1,2017-07-06 16:33,66490,P2PKH,,,,,,,,,,,,
1C4KHVVrWHdb5zzMJm9QXc3Pys5p6js8Vv,15rhwquAkqpAxyfGVsFH8eP3ZCwgnZtscd,1DiyFhVWk77vWo2eehyAwwF2CSUSBKtXF7,4.99920013,0.16324915,4.83540687,29.619798142899977 : 1,2017-07-16 22:15,54411,P2PKH,,,,,,,,,,,,
18jCcYMCkYWrea4jgxrXPoDVTzMAmz5KWD,1HiFRgenxYmjbNgeopCck5MKCq6XTbBaWb,1Hw7cm5gtGJjqJrDkeigPfzFmUFGSdo1PH,3.1,0.09926098,3,30.223356650317175 : 1,2017-08-25 2:19,73902,P2PKH,,,,,,,,,,,,
14DbewHnGjjHumV5yrwwXYtSue9YTEwuqF,12qDbvAt6sYSP733rEviwhgWFu4XTF6NCm,1ENKuD5ysV1XG1rrfp7RKfnycRBppyR5pu,1.7928644,0.79162275,1.00044535,1.2637905492230987 : 1,2017-07-10 16:41,79630,P2PKH,,,,,,,,,,,,
1KyCHskxqQqi61CNFNY7ZRRNYs3VB1nwCX,1NSE6bAriw7yA48sYQzCGxC531x8PfRucV,1MqwGGsxL5oN3vQB7rXuGERsypeWhqKj6s,0.27891224,0.032376,0.24586728,7.594121571534469 : 1,2017-11-09 19:18,66896,P2PKH,,,,,,,,,,,,
1GUha2wNzSe64jsNyuJcXd4TnrHDEbqbnz,15XumXfw4FRH6bdRy1okGxEe47DZhCWNA5,17fcFjbfhjQYyFXmEukdbSULqe2eeqEUsU,0.03243,0.0027468,0.0267,9.720401922236784 : 1,2017-12-22 11:44,298320,P2PKH,,,,,,,,,,,,
19Wjq9ScmzoWhJqMVATAdeS4dQjV6ZwvuE,1C8cWjQeaaqcb5zCdFvXcLafn9uXNogaVG,129KfZ2kVbQgKJkBpMSds6DTtXZEZ6AYB9,0.20207852,0.01881,0.18304252,9.73112812333865 : 1,2017-11-23 22:04,22600,P2PKH,,,,,,,,,,,,
13V35kxvHa2isNiQ4EdErn8vkxL4n7Rhcj,33iDywBrqTCUxWJnrAzgKrwmBeTTgjJQLT,13NDyCZtZ4JDri63SJhiZ5XZEnmmifAKEU,0.20231214,0.07182,0.12992714,1.809066276803119 : 1,2017-11-16 16:17,56500,P2PKH,,,,,,,,,,,,
15FNts8YA7cftW2K2oFxrAAnhtY7o2B3Sf,1DUkS28JaKJM6aCMFi1dhoHWMRuoVU5Pzp,1Dogigopyq72Dh8ZGBvw89fXFrZsEenTZ2,0.71434646,0.2584,0.45577244,1.7638252321981422 : 1,2017-10-12 19:04,17402,P2PKH,,,,,,,,,,,,
132FWTEx6aVapfyezwkTeV98tUGRcdQJW1,19coQW9v1wv2MDxUMnrAWHp1BTLXNzYnvU,1JE4QCmfKosp41gVw9na3h8TyfB1rw5T1i,0.48,0.0538,0.42588812,7.916136059479554 : 1,2017-11-30 18:25,31188,P2PKH,,,,,,,,,,,,
1M2hMEBHaa9Pjc4xQsmToA2LVCof2cNdys,1HydkVGr7QrbSS8KmN2ScXrK12N6aZTRnm,1PsheG42RjPygVvkjqNQFESab3aPn4r3tW,0.1814,0.0088,0.172487,19.600795454545455 : 1,2017-11-29 16:43,11300,P2PKH,,,,,,,,,,,,
1J4iUMxtADe6bpT9YZpd8DNPdbihujam86,1EUoxXZcdcJLJstMYtnhsnBMqUupweJzBE,1J5GLbmAGs35y8abcJxBsmJHC8ZF2SGs9N,0.155,0.0209,0.133874,6.405454545454545 : 1,2017-11-22 13:30,22600,P2PKH,,,,,,,,,,,,
12ZX9WutKTd47ST5Bzbmks88GGXPyjizya,15y4KVG4byLs2HWLNFKS6ChM5hEH4X5Cmu,1CjZSaqYAPRTA349sEVwSEhhpF9cNE5gV5,0.29796744,0.05985,0.23809936,3.978268337510443 : 1,2017-10-10 18:33,1808,P2PKH,,,,,,,,,,,,
1Py9u3webSWkZp9RLJCGdjDBcfzxKJrqNY,1JxXTQTPxwi5sVJu2dqPjoKwgadrmtgHhn,1phRoA1UDdphKAVtzbTQ8myTkpjn3VV4R,0.1533,0.0108,0.14173612,13.123714814814813 : 1,2017-12-14 18:47,76388,P2PKH,,,,,,,,,,,,
126Wgi2ad21ophoNDg42S8PWUMvFCtMeFg,1MXPZyG8vBUrTyMvkEizxWVmXyYYbe3GFn,1LVHoykT9bGMiFJdAsiJba8FAcqDY8uK4r,0.03241,0.0056,0.0258495,4.615982142857143 : 1,2017-12-19 15:16,96050,P2PKH,,,,,,,,,,,,
18h8PwonAXesJT7726JX8sP1yUgBWcsVp1,1KDZLemFUCt4hWQr4Gz6UeBAvXtufiwB11,15ZQJVGupFrR5kXAcehpkpypV5HEVU52B1,0.5739,0.0169,0.55604176,32.90187928994084 : 1,2018-01-09 21:55,95824,P2PKH,,,,,,,,,,,,
1HNMq7c9Pdf3eMbhbmMYhTptr9WBpyQSa8,1KRyUWLYHUHbjnbvFPpoTuQNMuC4Phdmb7,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,5.13148757,0.52255794,4.60889245,8.819868759433643 : 1,2015-11-03 12:51,3718,P2PKH,,,,,,,,,,,,
1KVXR6wrygbqz3Rthj6hLno2cU4gzef5WE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,12wP8YRPciZNcWTZDm1UngDHdJYPiApUkr,5.13480106,4.55645293,0.57831414,7.878854440598667 : 1,2015-11-06 12:22,3399,P2PKH,,,,,,,,,,,,
1Nn6mPaUpZgT7NMTLtq6fbtt67rcJQkfHJ,1AsvthNAxzTLm6tVxjaAbebxQiJTTEuye3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.94179137,0.17620521,6.76554137,38.39580776300542 : 1,2015-11-04 16:13,4479,P2PKH,,,,,,,,,,,,
1PZvE4RBGiXejtupHzJ2Yo7kCXtghQB3Fp,1KAx4AwoESNtJzK3RMdXyD6oDGuVMr3d8c,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.99545411,0.96304086,3.03236848,3.1487433253870454 : 1,2015-11-04 14:42,4477,P2PKH,,,,,,,,,,,,
1NAc1qqmCtmteSga2a4Qade4UnDn7nVrfw,1GNzngA7oqQ3B2dfvr9B6rzrjxk2rRCVmy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.81953752,0.99532017,2.82417253,2.837451319809986 : 1,2015-11-04 22:07,4482,P2PKH,,,,,,,,,,,,
1MEnk2Kyo2emQvjVMDYmcxgNKuzBNySFse,1BexChi9jRdNKABJa6ZdePpM1kdB1tf8zr,3QRkNP685ypWHdjn3gaL4wj2i9FEYX2Ecp,6.76554137,1.20105945,5.56443733,4.632940800723894 : 1,2015-11-08 3:20,4459,P2PKH,,,,,,,,,,,,
125uMq9BWJFypCMnocYcydJy97ccRL4Gfn,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1HwgsdVcMrZpsWTHiN1KigTUziWjcEhfmv,3.97217002,3.60219954,0.36993633,9.73735004615524 : 1,2015-11-06 21:10,3415,P2PKH,,,,,,,,,,,,
1PP9Yjp1b5jU2h1N9WAFptkBhu9Bxqz1Rf,1CZEz3VrWkmWrEencJtUyw4E6bUU9VkW2A,19eejbUuCVeFbEuWawpACqaheTz2ZLEZby,4.22716112,3.72125819,0.50585794,7.3563304946839425 : 1,2015-11-08 3:20,4499,P2PKH,,,,,,,,,,,,
13ZeFeHaNn514gxeEvRmN27EuGbkWK2vCK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,15Vko9DpuNDXjc21CD97UTqkvaDSbKmLbF,3.63864156,3.57759649,0.06101092,58.63862551162972 : 1,2015-11-06 20:54,3415,P2PKH,,,,,,,,,,,,
17HDUgc6vQgViWsqGYmSAeapWeSxnqByHz,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1GPakbY59p4u56NgrD4EZVggzcCxQoo2At,4.43920464,3.53061224,0.90855823,3.885950424993674 : 1,2015-11-10 17:18,3417,P2PKH,,,,,,,,,,,,
12KH5xf8y4wvp7arrJfGTAbfKmsyUr4dXK,1Y1TPTbn6HVrNvqbtronyUKNhnTnoQvKh,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.43908663,0.92741342,3.51163904,3.7864871957535398 : 1,2015-11-10 17:18,3417,P2PKH,,,,,,,,,,,,
18qEJ3nDrK3aAYNtG3ZtT1VN4pj3gNF5bh,1D4mnT2k4TQiMyGbfyEeLGwaZqs9yxqJWU,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.43554942,0.88476878,3.55074647,4.013191412563178 : 1,2015-11-10 18:10,3417,P2PKH,,,,,,,,,,,,
1MwUVP8Y59cqmgEwgRarKHko5jWWYii41h,1GQfrGM4FAUNpWrakivMZxyxzp5qkJE8Qi,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,5.4820432,1.21142986,4.27056844,3.525229632361877 : 1,2015-11-11 17:20,4490,P2PKH,,,,,,,,,,,,
1NogDNLJm2ujSw9gWtN7nPWbk8UvFR7twq,1ApyiXhbC7tKdE7TSz7SKT71kwQV16abgh,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,5.50826269,1.26196526,4.24625233,3.3647933620613295 : 1,2015-11-11 17:40,4510,P2PKH,,,,,,,,,,,,
19qnL8tFnPtWSiFEkizh1H22nsEUczo6Yj,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1BmiHnZqBsd3JjHR4SeAJXCimvYcTYk4iJ,4.3296815,4.25981863,0.06981777,61.01338713625485 : 1,2015-11-11 17:20,4510,P2PKH,,,,,,,,,,,,
1C76Ddz9RQ88Tee7gnBaDueNnJ2DTGLF1Q,16fvX9YQr1VmGPn4PBeBaL2si4AMdMV4kZ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.05153468,0.12436157,3.92713912,31.578397731710847 : 1,2015-11-13 11:30,3399,P2PKH,,,,,,,,,,,,
1FKtvx5Rk4FYuKCtQS4SqbyUcMp7n5zis3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1HGMn9FrMjJvdTJsPW8ASPgnEXdSTMzyPG,4.20794415,4.00373078,0.20417924,19.60890235461744 : 1,2015-11-12 16:13,3413,P2PKH,,,,,,,,,,,,
1NqCnhmvmi1unsC2iqxo2D7hd6Qi4UXaGa,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1PwtKDrmPLsCn5tuMbEq1RURTMYGH3FtaE,4.20794415,0.22273841,3.9851686,17.89169905630556 : 1,2015-11-12 13:00,3714,P2PKH,,,,,,,,,,,,
12JRwruNDp4LEuagVwckmJyQAuhzGiGiRw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NDu74AaMCM9K9i9C7WfScYXkBJTAi4zML,4.00397367,3.99138218,0.01255736,317.85201507323194 : 1,2015-11-12 18:42,3413,P2PKH,,,,,,,,,,,,
16Tj5DrVBr9uX5nDECY2UzTh3kCYJDBgun,1LA2yhcLu6MRxY8mwz6BdnpwLRXEZ8iapz,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.21600818,0.18866748,4.02730657,21.346055875660184 : 1,2015-11-12 16:13,3413,P2PKH,,,,,,,,,,,,
