inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
17sPYttuJ215911WQUfBSQDXr4p2AA97vC,1C9nuhkNJGiadMVr6bgA3fZEPMzZhz1ySm,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.45384374,0.01299362,3.4407893,264.8060586657144 : 1,2016-02-05 17:38,6082,P2PKH,,,,,,,,,,,,
16kJu1HkSi7tfvyqR25QAgpEfRtHnnxGC4,1HvrTHkydo7p9AWacNgCAhehdSYMq4XH7F,1AhgJDUL7dhKcVEcaCjuE62aBdoeMn7a4X,3.44123781,2.79761799,0.64356436,4.347067929616239 : 1,2016-02-06 2:16,5546,P2PKH,,,,,,,,,,,,
18vdZMgoKkQKoQGuesyfT2XTrSevwgv47f,1CbJxeifmQnbfgWX5APg8e1K4RuUooVRtE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.43637426,4.24962717,0.18669156,22.76282425407983 : 1,2016-02-06 13:17,5553,P2PKH,,,,,,,,,,,,
1GhNPoPtoHjZfJ6t8yrSNLV8RRTeC1KJhw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18AQ2PtVPEkspPf7jgV1fTgMvgvjSrM4bd,4.46770828,0.18660695,4.28104555,22.941511824720354 : 1,2016-02-06 13:17,5578,P2PKH,,,,,,,,,,,,
1AAFKneBaHpdbemVrUWjxhc1WjK78gwa7W,1CBZHV9sy1drfSd9S39iJkS9GuqFXQhsFH,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.45721454,0.02078476,4.43637426,213.44361253148944 : 1,2016-02-06 11:39,5552,P2PKH,,,,,,,,,,,,
1PtJzyn9QnwMxiSZVNXKMLi13o2hE3gvCq,1Nbi32D5mbdiLSmNdLfYm3RKMVejGoEHf3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.49779142,4.31288292,0.18484776,23.332081059570317 : 1,2016-02-11 0:06,6074,P2PKH,,,,,,,,,,,,
15ohf94LwHmfUytHtmTQAjFJ4qXDLvhaxG,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,15M9CoU8Zp5Dho4SCaiTtPngdwzsKZ2uFC,3.55256217,0.1892608,3.36324557,17.77042879455228 : 1,2016-02-06 16:29,5580,P2PKH,,,,,,,,,,,,
1HdKxaeAyzjHMG1mmZLPsssai82EFVVDv4,1PN5BRJWH6f1EQq25MbU6uBiE3nt5Utk67,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.49597502,0.01574515,4.48017385,284.54310374940854 : 1,2016-02-10 15:27,5602,P2PKH,,,,,,,,,,,,
1B2CVJGaaFqrnyKE8KjrvNK4cEHWvbLSMA,1Nn4eXBhpxSM5qLSKyjWjrpP9YQFhha6q9,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.49585397,0.0156194,4.48017385,286.83392767968036 : 1,2016-02-10 15:20,6072,P2PKH,,,,,,,,,,,,
1DLGxxowe3Uoi8L7xnK73G3pU3EVdfiKaF,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JYmVFJbPxJPo91hjmLCpxJ3h8sQqb8QJR,4.46854513,0.18655722,4.28192713,22.952352795565886 : 1,2016-02-12 20:36,6078,P2PKH,,,,,,,,,,,,
19Q34xrmXkcvECK5Lft6gyyZFLKdvfvcmH,1KdU7nD9pXWgMxKzS2iFMatU9R7uWxjca4,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.48149639,4.2951217,0.18631391,23.05314562933063 : 1,2016-02-12 20:36,6078,P2PKH,,,,,,,,,,,,
14GjxNxpe3sfBETnm4XbVB9XRAXen28Dvw,1FpYYSpk29FXfCXiTfFuj9TnvrXe5xTiS1,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.48233842,0.96970413,3.51257351,3.622314684789473 : 1,2016-02-12 20:36,6078,P2PKH,,,,,,,,,,,,
16SqnZNEUVMVyccHq6WoXh7A1hCwvPc68b,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Nic3HQCA6YzHh2DHnaihQ4rxpqbLPP6Yt,4.468306,0.18655722,4.28168827,22.95107243772179 : 1,2016-02-12 20:36,6051,P2PKH,,,,,,,,,,,,
1MYDi3oC2FmPD1g9gRLZEEgaQWUx9YgLwA,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1EWvdJtmSgzhXmjiFwzvQmd4rD1taDqcaq,4.47429199,0.05323255,4.42099893,83.05066974999319 : 1,2016-02-12 20:36,6051,P2PKH,,,,,,,,,,,,
1A7JQ6iHjRKHCVUfiD3FdR2BQHQxMngfvz,1NpnPZAg1bmg6e6DBfsoKUoom12xiJLYZW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.468306,4.28169821,0.18654728,22.952348648557084 : 1,2016-02-12 20:36,6051,P2PKH,,,,,,,,,,,,
1CS7yskD63EciYTFufEKMUAi6to9mR6zoP,1KxwRjnXykbGM1UrDKvHEng9wwF7Df1989,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.513602,2.57956035,0.93398089,2.761898425994562 : 1,2016-02-11 16:44,6076,P2PKH,,,,,,,,,,,,
1DqM23TYvHS3ZV4s4FAuDE3oz6Q8Bn6dH8,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1C62KjUyRbndbMbZiahaqT24ESdzwdNfUh,3.51350848,0.93383138,2.57961634,2.7624005738594906 : 1,2016-02-11 16:44,6076,P2PKH,,,,,,,,,,,,
1B9tgtwsX4xuVUSAGFHRRbGAARejzoG32P,1CQVZj1VLnaewoXVPPpLvnpf3LxCgQRros,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.60420844,1.17692772,6.42722453,5.4610189060718195 : 1,2016-02-15 11:43,5619,P2PKH,,,,,,,,,,,,
1CLs8gQa6GWLe9gZcTX8eyKU5xw4PE2Vkq,1JFwq7UnKbhihuLxrGZHWzFiNTjf7xyFig,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.60420844,1.17548101,6.42867149,5.46897094492407 : 1,2016-02-15 11:29,5594,P2PKH,,,,,,,,,,,,
1H4eoFY9VQ4d6wCm5act1ri7q8ENo5g9vc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1FMX7VCStpTEzkoUt11equWRscLMttuqtm,7.59965645,4.340889,3.25870665,1.3320895269907156 : 1,2016-02-13 17:38,6080,P2PKH,,,,,,,,,,,,
1FTw5mzqgEQ1yyMwUU8QZcnt1cf7zRACG1,13wJN8K2woNpTb27MDFPrn4vhYnRSedG5Q,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.60420844,1.17580237,6.42834988,5.467202689853398 : 1,2016-02-15 11:29,5619,P2PKH,,,,,,,,,,,,
1AFvMtbQkiYHf4xt4oebrkxhNM2Ufzmamz,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,13SoAGSYcvtpwZASKhxqAJ2qCQ3k6wtno5,4.35367729,4.34201768,0.01159881,374.35027213998677 : 1,2016-02-13 15:06,6080,P2PKH,,,,,,,,,,,,
1CrMZ3oPQ9CrWCaWahkhjc8JLJ2ZWAhzYZ,1HMpUK5rBHRzTdAybvqeH3jsE1TeC8CCAf,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.28727944,6.57847007,0.7087531,9.281751388459535 : 1,2016-02-16 14:12,5627,P2PKH,,,,,,,,,,,,
14h8oesM34RiMAZYP3gxnyjJBXo6ULds7a,19F8QB7BjSLTojazpiLLxpsqm2yBdgtf6C,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.53110546,2.37427689,4.15676806,1.7507511771299766 : 1,2016-02-17 11:49,6051,P2PKH,,,,,,,,,,,,
13HuFUBXUCmz1TCL7i9ak4tynWFNZyKs7F,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1GUh2dvLn4XbhScvjT2rWr9LmMbCMzGzHM,4.24381194,4.15015657,0.09359486,44.34171459842987 : 1,2016-02-17 11:49,6051,P2PKH,,,,,,,,,,,,
1EK2awG4x5CCEYNv2mbCjDfxPuQTkpcfVW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1277f5AqAprYJcwUBcKHg9MM1qzV4jyyb5,4.24381194,4.1444916,0.09925983,41.753966332604044 : 1,2016-02-17 11:49,6051,P2PKH,,,,,,,,,,,,
131ptp6zKoK1kUxHg3urzuYiF1U9oWRn5n,18FYPn44yWQqL2ofvX5d6k64Z3mwCqv1Ef,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.15015657,3.98087472,0.1692211,23.524694733694556 : 1,2016-02-18 12:19,6075,P2PKH,,,,,,,,,,,,
135uU2vFKKyS3wqMqC9eGibzapkg4zK4ut,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1VX9dvcZ7T957PU51KEyyfwpEbcyyALvq,7.24856639,0.50669562,6.74181002,13.305443650766115 : 1,2016-02-18 12:19,6075,P2PKH,,,,,,,,,,,,
1Q48mkhLfyYooAVL1wrTjLwVmLCgfi2bbU,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1P323jsJaT36oKgZnHVwWVSEuHaopARVPP,3.28682769,0.17203667,3.11473024,18.105036792446633 : 1,2016-02-17 17:19,6078,P2PKH,,,,,,,,,,,,
1GytZzQWT924amHmuztp6nnQd4psMsgXKW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1LrnzfoWbTBt12kdpmBqTgsSLrks4yrrug,3.28404737,0.17229921,3.11168738,18.059789014702968 : 1,2016-02-17 17:19,6078,P2PKH,,,,,,,,,,,,
1H3LcUVbwKGiWW4XobsCkJHEBiZSTCcwrC,1LghXvud4UZgL8Ftup4aKPLfvLAhN1gZ8R,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.28029324,3.10793325,0.17229921,18.03800058050179 : 1,2016-02-17 17:19,6078,P2PKH,,,,,,,,,,,,
1A96ckAXCaAtCx1rheLUmWfVCpuLTwwX8Y,1GaW2SyVitP8gzFvaX8Tw7kLBzSQXynBfd,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.13433353,3.28816728,0.8461055,3.886237921866718 : 1,2016-02-18 12:19,6075,P2PKH,,,,,,,,,,,,
1BNCu1ZvU4D7aNBrma55yt3FHRq64S3iun,1FoFYXMeGoReRQYyxP2ZZ1JZ9xj2PGXXkK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.05180284,6.88513916,0.1666032,41.32657211866278 : 1,2016-02-18 19:13,6048,P2PKH,,,,,,,,,,,,
1CqweZermqKSoZxqkiWNZm5rQiWQUkAo3U,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1EFDubr4JZtXgQJPqhLLWUS5raoJyDzH6B,7.031764,0.07160588,6.96009764,97.20008524439613 : 1,2016-02-18 19:01,6048,P2PKH,,,,,,,,,,,,
1NCbitcUgQLRFPjT1WY243DdEGRDM9voXs,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,12UzLt8vHVH7ZJzoVDV2yWZWABZn1uUQED,4.02958351,0.1670764,3.86244637,23.117845309092125 : 1,2016-02-18 19:01,6074,P2PKH,,,,,,,,,,,,
1HZo7K8dWYehhFHCd19eCTewvutR1bXJiG,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1ENgj7DUawtrVDmrVjPgoPwYqNKH9NBGaF,4.02075458,0.1671562,3.85353764,23.05351306143595 : 1,2016-02-18 19:01,6074,P2PKH,,,,,,,,,,,,
179jWTCe6JH3EQc4VhkaZWhHcyqbfgC3Jc,1FSg8eUJfRSfoM8Y8a5X1guuqpXbK97Viv,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.98985015,6.86997443,0.11981501,57.33817849700134 : 1,2016-02-19 12:55,6071,P2PKH,,,,,,,,,,,,
1G4Gv7yX6xnoee29iv2v4VG5acU5aENKvs,16XYqC3xn3ebypCD4r2QG5ibtGxnFjGKnK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.00148563,0.82271761,3.17870732,3.8636675347206926 : 1,2016-02-19 15:11,6070,P2PKH,,,,,,,,,,,,
1Ean75nwmcX23iFbXzM5xnz341voR8G3bE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1DSrN6rxrbszHtmbQcSorjwQhUrcwyFguh,6.22077796,3.98886898,2.23184832,1.787249135281738 : 1,2016-02-20 16:31,6066,P2PKH,,,,,,,,,,,,
1DACoLjfggf6ND5frQxij6cqBsfXP7z7Yk,1N5zYYgUsS1Sfezjjt7saYLvSNf7o87dua,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.00342983,0.01402091,6.98934821,498.4946205346158 : 1,2016-02-19 12:02,6071,P2PKH,,,,,,,,,,,,
1GMZPYsSxTTgCKs6LRMzxbQX52zq3LrKw6,1L4waSgZDpCv4e7nzqQdR5bq8t2b3QqAtc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.00242212,0.01251153,6.98985015,558.6726923086145 : 1,2016-02-19 12:02,6044,P2PKH,,,,,,,,,,,,
1HSpV2YPZSW5LLk3wVndNTBUHx16j4C5S1,15dTqcwssw1teX2SRoU5kNoaKgf3emEMDM,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.99990411,6.83210239,0.16774101,40.7300658914597 : 1,2016-02-19 12:55,6071,P2PKH,,,,,,,,,,,,
1KCsn14RE3XCJAHZa5HbHjkb53sNNARc8X,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Q4aRnt3hXy9Wk5Kw7zZzWCcGL1vMHnXxh,7.05708623,6.22077796,0.83624757,7.438919027292361 : 1,2016-02-19 16:14,6070,P2PKH,,,,,,,,,,,,
1DSB1wRSWy1LyHBtaEzm97BW3GyEDAFzYd,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CL8BbVnSEhwD1KcZ6VMT2ieTWzqksgaCy,3.19672091,3.17901353,0.01764668,180.1479672096961 : 1,2016-02-19 17:45,6070,P2PKH,,,,,,,,,,,,
13aPw86AgjdoKTw7dTN3it988d3BwkWECT,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14HJb4SSscqqYwkRkCLxAfyBZgcazyCmAq,3.05454251,0.16198079,2.89249479,17.857023601378906 : 1,2016-02-22 18:29,6693,P2PKH,,,,,,,,,,,,
16mmCKbMfgvwtQGkrD31Ky73EkKm8sprdT,12gzj7FKHg2wLSoZWLy9VMF2iNQGks6ihE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.89863193,0.83786086,3.06070443,3.6529984584791317 : 1,2016-02-22 21:27,6664,P2PKH,,,,,,,,,,,,
1JD2qhoz6zX3wqrV5xKdUcu4NNvPvxCtBa,15tzaJDNbW1RhvV77ptFKUw9FqKQfuyUow,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.86721319,0.82302929,3.04411697,3.6986739196122658 : 1,2016-02-22 17:41,6693,P2PKH,,,,,,,,,,,,
12yF5kPkycHZ6xdQZC4srLq9RMirfwXwse,1FGBpRvBrjoKDTWB61LBRihib7dJKZzRpa,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.97615635,2.9877983,3.98829739,1.334861657160726 : 1,2016-02-20 16:31,6066,P2PKH,,,,,,,,,,,,
18oCpYtehWLwBL8La2ZZKVQKSCi2wint9D,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1KBPfhGvXNd4GhemH7HZ7pBRrVuSxsNZa6,6.97615635,6.94644939,0.0296463,234.31083777739548 : 1,2016-02-20 17:19,6066,P2PKH,,,,,,,,,,,,
1HLxyNrnxZsnAowrMBZBrM1ZaEPELFe6Z1,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1P1XhbxLnCUh2JhMcryGJ5VGWg3faLRPU2,3.85908072,3.06482621,0.79418758,3.85907093888323 : 1,2016-02-22 17:16,6693,P2PKH,,,,,,,,,,,,
1MSdza36Rzh4yphzuWQpmedaVq6Yuv6pLu,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1HvnbCxPoSsytyzy6qanCkkMTYov5dHcBh,3.06482621,0.16197705,2.90278223,17.92094762807447 : 1,2016-02-22 18:29,6693,P2PKH,,,,,,,,,,,,
1HfNiFejxgj1TJ1N6gibFeMnmTP6naKnpp,1PkuWZHp7D2yAE7hLGHqtPqTNYMnw26WUo,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.85116,3.52794682,0.32314652,10.917483561326918 : 1,2016-02-23 8:30,6666,P2PKH,,,,,,,,,,,,
132EQEjEFAhbbWNFWGx4ZYyLj3Pwod6ffK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19NHp17reX4cPzYtmY8bEU3c2iNH7zYzR4,6.75224309,0.16458583,6.58759029,40.0252578852019 : 1,2016-02-23 17:26,6697,P2PKH,,,,,,,,,,,,
1D53un4EDpGa6i69qwjEwxeGR2Nq2J7Kiq,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,147TTw934c7hmyEzVdRBGvrNLzbktzGgB6,3.0546132,0.04622995,3.0083163,65.07288673251864 : 1,2016-02-23 8:30,6695,P2PKH,,,,,,,,,,,,
1NXkkSAZWt5NqSxxwKmgSE9JRHX6cZ1Ze,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,12rRYmLpLJRe9SwiGcmipFcnwGNUrgeivY,6.77574604,0.16677785,6.60890121,39.62697210690748 : 1,2016-02-24 11:16,6698,P2PKH,,,,,,,,,,,,
1Eq5XP7tVhBuNb9cF2g8LKBM7gfgHGjHYe,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,15mC6YVXLXoKmk7y7yRb8twskL7TpqB4N7,6.73542166,0.16677785,6.56857683,39.38518712167113 : 1,2016-02-24 11:16,6698,P2PKH,,,,,,,,,,,,
1EHDkhB3e31ZBPLJqTNhG3TufjbNpkBUN7,1J58vsPvkwnPPiMPj9Gr3tfMWdQTAWAzyq,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.75614892,6.5912445,0.16483775,39.98625618221554 : 1,2016-02-23 17:26,6667,P2PKH,,,,,,,,,,,,
1KbYERFPHkDARGtHZ8WdnsbEFHRkJRtjty,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,13T5tmooM6Q79Wvc7yqEwQh84cpHD2P7DL,3.83841309,3.06674876,0.77159766,3.9745438834016165 : 1,2016-02-23 17:11,6667,P2PKH,,,,,,,,,,,,
1CMqAsHqPDKMcBFQRjsbgcnV56pnfHZKEH,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18BdjTHnGVrecjG4pts9oRsNxaxKpRji5A,3.06070443,0.27732199,2.78331549,10.036403856758708 : 1,2016-02-23 8:30,6695,P2PKH,,,,,,,,,,,,
12jcJcJskU8CheMiRevXHJov1eyZhfqRix,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14jhEUqb4LQr7EdfxPLa3PipGHooR5D7SD,3.06049154,0.46229948,2.5981254,5.620005023583413 : 1,2016-02-23 8:30,6666,P2PKH,,,,,,,,,,,,
13gQ6DbNKS49Ak5RJKyh24ZEerQnyK7mMV,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Nx1n8SGjDcFrKGGkDRJRRe2mQGvL7nsia,3.06049154,0.09238729,2.9680373,32.126034869082105 : 1,2016-02-23 8:30,6695,P2PKH,,,,,,,,,,,,
1NEvmCTVkjtva2qATgNBqBnXDuyXJhW7uh,17kmXPFHkzT26XYH5Aug4C2Xv5K8a6nCNg,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.06380649,0.09910788,3.96462572,40.003133151470905 : 1,2016-02-25 12:24,7289,P2PKH,,,,,,,,,,,,
1ESZeBEkexKGhgfE3v7gKgh59SRZKUiDVL,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1A9n3nP5AVtD7S2uxc4JXGipAHWqX9Sq7E,4.02579494,3.23463537,0.79109288,4.088818711148051 : 1,2016-02-24 15:24,6669,P2PKH,,,,,,,,,,,,
1PhQAFTmYpGNh7wN9QFNymARymD4e4VL7R,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1D2rqHHaTrV3J7FTQMvwvwKKaQCZkGJmwr,3.14545455,0.1684474,2.97694017,17.67281756797671 : 1,2016-02-24 13:00,6698,P2PKH,,,,,,,,,,,,
1DGixZay6d3DR5K1oDg8quyMMKmwMKM69y,1LZUpRjUs4qtE2ncJDfHN9DbAPVnV48JKD,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.08218441,0.01880534,4.06331208,216.07224756372392 : 1,2016-02-24 17:47,6699,P2PKH,,,,,,,,,,,,
1CHUkqf9upnV8ZArZRBFchvC8CbZZNTbHa,17gnM5uKUUsee7Zv7GCNukigpWgjowP4rt,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.28497713,2.20561757,4.07929257,1.8495013031656256 : 1,2016-02-24 16:16,6699,P2PKH,,,,,,,,,,,,
1E1yygDkPo9x3B28NWx4XyfYgNAEcfR3up,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1KMPxAHQcZ7gnF15QN6LfFLQt9xfoyKexr,4.06331208,0.16625499,3.89698388,23.439800994845328 : 1,2016-02-25 11:52,7321,P2PKH,,,,,,,,,,,,
1Hu2vL6U1nuA8C77MYLsFvEr3BBywoQhpx,14MvWmxi4JRzfP31vPW91sgGcRVQ8Bbcso,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.10707071,6.93572056,0.17128316,40.492717205824555 : 1,2016-02-24 16:16,6699,P2PKH,,,,,,,,,,,,
1PrS5aqBS8pqXsqSdz2uta2WrZKv7iTTUm,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1PothLEs96SkbLmuBzfUNLHNVZLzaBnmYj,7.02922484,6.28497713,0.74418072,8.445498467092778 : 1,2016-02-24 15:35,6699,P2PKH,,,,,,,,,,,,
1JFZY2KYgUbckTtskZngLHnn38tQk2jdeF,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CpWvRhJyEo5Vg8yZXyJ75Q2cKWS8SdChW,3.17633612,3.16271325,0.01354966,233.41642889932294 : 1,2016-02-25 17:15,7321,P2PKH,,,,,,,,,,,,
1DxfAqQAehsJfNABesWHUQh1LzrQ7m99nY,1AJQ6WNEfTA9puomyFJmRoqzHhot5LgWPV,1MuEVaFjYfu3K35SyKJvQczFNmro79aA1P,4.01756243,2.25543392,1.7620553,1.28000177973983 : 1,2016-02-26 13:04,7321,P2PKH,,,,,,,,,,,,
159S6LyGqVCZaSm7eUkwgCes9EmR16oPSQ,1G6Ng3gxiMhNdTz5eMJCbkRLSPkGCVzrAw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.18999976,3.02237056,0.16755631,18.03793936498124 : 1,2016-02-25 23:24,7289,P2PKH,,,,,,,,,,,,
1NbFfcJfQ1D66L2EATfKPsE2pzSVSCbwfc,3C8uPkJ8jFzdM2sYwW2fmRoG7FiAdv3aDU,1LB44v5CUVqbMTmMKYNbpLoUz1MHENgsqr,4.01862592,0.68651505,3.3320383,4.853554630739705 : 1,2016-02-26 13:04,7257,P2PKH,,,,,,,,,,,,
13D7PXNUBETq4bpVxf8Qet4U2oWow7UDSu,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14y9tYpSjjmRQxqHYHhmTp4JTdJrMfN8Jr,3.16271325,0.16815201,2.99448803,17.808220252615477 : 1,2016-02-25 23:24,7321,P2PKH,,,,,,,,,,,,
18Fv3FvhoTMYVvamEjcjUrhtfNZVkv9EPi,1MuEVaFjYfu3K35SyKJvQczFNmro79aA1P,1KXpK2YRqrX74DUasaNrhMkgxc2TpWhWXL,4.01620972,1.60186845,2.41426838,1.5071577069889854 : 1,2016-02-26 13:04,7289,P2PKH,,,,,,,,,,,,
1N3wbHbFA1Jgbpi7ZnHsJ9TcbuaeY7dnQw,1KJLimuKBue2kjNjh3QJG3CvxeEXhmTht7,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,5.98284291,2.0466518,3.93612407,1.9232016261877083 : 1,2016-02-27 19:27,6704,P2PKH,,,,,,,,,,,,
1AATjnbBe52kvnLieHPCR8yANoy21S1Kg5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1cwR4PGKv3Tag2uBrJepEUgDywwQgRKjM,6.00900185,3.93130562,2.07762919,1.8922075406535848 : 1,2016-02-27 19:27,6704,P2PKH,,,,,,,,,,,,
1PTphPSLMBVpiGh1hBUQ1um58PgnV9F5Ks,15Xd9MJ3NY98XucUvnbUFB8UZCQMTmcSBc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.81162666,0.82871672,5.98284291,7.219406542201779 : 1,2016-02-27 16:41,6703,P2PKH,,,,,,,,,,,,
16HZLq9skNAfiCJBwFduNXZExgeuvYYWhE,1Dcd5kbNatR4XBtyGcxY9ideEsBs6qXZFy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.81162666,0.81643506,5.99512457,7.343051350587516 : 1,2016-02-27 16:41,6703,P2PKH,,,,,,,,,,,,
1FZLMrSUmQ4VWtaXbhMrZBgX96xPZsM1D,14EG6ERmxArtDhfCeg8eoQEvYo5t3My7Mc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.10797956,2.94490336,0.16300298,18.066561482495597 : 1,2016-02-27 12:27,7322,P2PKH,,,,,,,,,,,,
13dtD642ggTsjzPD8UoMwu297QBjFmHeNM,1DQCeuYCb83UFfJgXeGksQb1odzmroXLHy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.09566135,2.93180948,0.16378483,17.900372580293304 : 1,2016-02-27 21:09,6704,P2PKH,,,,,,,,,,,,
1DcMHuZPDNcsDvV7cgMhD1LEoXPhDhJc21,1JtvH7jY49Vtxte9oFyX8LBQdCKUPPY1SQ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.09566135,2.93170239,0.16389221,17.887991076574046 : 1,2016-02-27 21:09,6675,P2PKH,,,,,,,,,,,,
1Mn58gYAieDzf4eptJGkVt6xZDNHCmsqew,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Fa6jWQfqatBnve62ThgCZFYbrmqtrWCmE,3.92733003,0.14047903,3.78678425,26.95622435604802 : 1,2016-02-27 21:09,6675,P2PKH,,,,,,,,,,,,
1LWQtUvGCBkewNsr265JhkXG4vWeVasfKP,148miLanBsrtQVpgYm9D11zRYZFh9aqRBQ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.93612407,3.77226865,0.16378867,23.03131620764733 : 1,2016-02-27 21:09,6675,P2PKH,,,,,,,,,,,,
